Song Title,Artist,Popularity,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Speechiness,Time_Signature,Danceability,,,,,,,,,,,,,,,,,,,,,,,,
X 〜未来への手紙〜,GENERATIONS from EXILE TRIBE,31,252800,0.482,0,6,0.228,-5.957,199.926,0.0408,3,0.371,,,,,,,,,,,,,,,,,,,,,,,,
She,"Tyler, The Creator",77,253387,0.621,3.44E-05,8,0.613,-6.495,83.375,0.233,4,0.35,,,,,,,,,,,,,,,,,,,,,,,,
Dialogo,Yunk Vino,68,141639,0.446,3.02E-05,6,0.118,-7.988,121.973,0.0357,4,0.876,,,,,,,,,,,,,,,,,,,,,,,,
Whatever She Wants,Bryson Tiller,89,161342,0.512,0,9,0.0928,-6.871,96.02,0.066,4,0.803,,,,,,,,,,,,,,,,,,,,,,,,
THE SHADE,Rex Orange County,76,181507,0.509,0,5,0.0876,-7.973,119.869,0.062,4,0.898,,,,,,,,,,,,,,,,,,,,,,,,
Un Desperdicio,Rels B,69,223784,0.668,3.46E-06,11,0.116,-5.905,148.055,0.101,4,0.764,,,,,,,,,,,,,,,,,,,,,,,,
The Final Countdown,Europe,77,310333,0.843,0.000827,6,0.0608,-6.908,117.662,0.0616,4,0.529,,,,,,,,,,,,,,,,,,,,,,,,
Don't Know What to Say - Don't Know What to Do,Ric Segreto,69,165400,0.365,0,2,0.12,-15.372,135.447,0.0451,4,0.673,,,,,,,,,,,,,,,,,,,,,,,,
Besos En Guerra,Morat,77,231533,0.973,0,2,0.101,-3.586,143.961,0.048,4,0.691,,,,,,,,,,,,,,,,,,,,,,,,
Fireball (feat. John Ryan),Pitbull,79,236200,0.933,8.53E-05,10,0.0607,-5.38,122.959,0.056,4,0.761,,,,,,,,,,,,,,,,,,,,,,,,
Bondade de Deus,Isaias Saad,70,375653,0.518,0.00203,2,0.681,-9.022,135.926,0.0317,4,0.455,,,,,,,,,,,,,,,,,,,,,,,,
Las vegas,Jok'air,64,256716,0.759,0,10,0.11,-5.385,170.03,0.178,4,0.6,,,,,,,,,,,,,,,,,,,,,,,,
MY EYES,Travis Scott,87,251250,0.621,2.59E-06,0,0.123,-7.694,119.043,0.0517,4,0.455,,,,,,,,,,,,,,,,,,,,,,,,
La Media Vuelta,Luis Miguel,77,161040,0.683,0,7,0.0994,-8.788,97.959,0.0344,4,0.631,,,,,,,,,,,,,,,,,,,,,,,,
I Miss You,blink-182,77,227240,0.781,5.33E-06,11,0.0867,-6.547,110.024,0.034,4,0.655,,,,,,,,,,,,,,,,,,,,,,,,
Cantik,Tiara Andini,69,240862,0.772,9.84E-06,5,0.209,-5.28,86.996,0.036,4,0.633,,,,,,,,,,,,,,,,,,,,,,,,
Poeirão - Ao Vivo,Guilherme & Benuto,70,162327,0.804,0,0,0.786,-3.075,103.377,0.089,4,0.632,,,,,,,,,,,,,,,,,,,,,,,,
Self Esteem,The Offspring,77,257827,0.862,0,0,0.359,-7.595,104.56,0.0476,4,0.488,,,,,,,,,,,,,,,,,,,,,,,,
Imitadora,Romeo Santos,79,234829,0.709,0,8,0.289,-6.889,125.997,0.045,4,0.737,,,,,,,,,,,,,,,,,,,,,,,,
Novacane,Frank Ocean,82,302347,0.508,0.00126,3,0.16,-9.112,93.51,0.0919,4,0.762,,,,,,,,,,,,,,,,,,,,,,,,
Jaan 'Nisaar,Arijit Singh,23,238370,0.392,0,4,0.122,-8.2,91.793,0.0246,4,0.481,,,,,,,,,,,,,,,,,,,,,,,,
Piensan,Myke Towers,77,173452,0.722,0,2,0.11,-4.443,172,0.0626,4,0.677,,,,,,,,,,,,,,,,,,,,,,,,
"Segundo, Siguro",Arthur Nery,66,284828,0.41,0,11,0.16,-8.439,130.031,0.0692,3,0.429,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Child O' Mine,Guns N' Roses,86,356067,0.952,0.0843,6,0.112,-5.321,125.304,0.0522,4,0.445,,,,,,,,,,,,,,,,,,,,,,,,
"Happy - From ""Despicable Me 2""",Pharrell Williams,82,232720,0.822,0,5,0.0908,-4.662,160.019,0.183,4,0.647,,,,,,,,,,,,,,,,,,,,,,,,
i like the way you kiss me,Artemas,100,142515,0.946,0.0106,11,0.0826,-4.263,151.647,0.0447,4,0.599,,,,,,,,,,,,,,,,,,,,,,,,
XXL,UZI,65,127073,0.697,0.00119,10,0.467,-7.276,136.036,0.286,4,0.704,,,,,,,,,,,,,,,,,,,,,,,,
EMPELOTICA,Lenny Tavárez,83,190323,0.74,0,11,0.109,-3.091,92.967,0.111,4,0.728,,,,,,,,,,,,,,,,,,,,,,,,
Fashion Girl - Remix,Kidd Voodoo,71,191020,0.764,0,0,0.104,-3.848,97.794,0.0539,4,0.683,,,,,,,,,,,,,,,,,,,,,,,,
Lágrimas | CROSSOVER #4,Big One,70,167419,0.656,0,5,0.115,-4.078,93.069,0.065,4,0.771,,,,,,,,,,,,,,,,,,,,,,,,
Nothing's New,Rio Romeo,83,211000,0.394,4.74E-06,11,0.0984,-8.312,96.192,0.0277,3,0.421,,,,,,,,,,,,,,,,,,,,,,,,
Saari Duniya Jalaa Denge,Jaani,77,182348,0.475,0,0,0.164,-9.661,81.835,0.0351,4,0.515,,,,,,,,,,,,,,,,,,,,,,,,
Me Gustas Natural,Eladio Carrion,76,170079,0.426,0.000216,0,0.111,-7.473,127.083,0.11,4,0.721,,,,,,,,,,,,,,,,,,,,,,,,
A Thousand Years,James Arthur,74,254317,0.472,0,2,0.0853,-6.323,138.935,0.0333,3,0.529,,,,,,,,,,,,,,,,,,,,,,,,
Deixa (feat. Ana Gabriela),Lagum,69,176025,0.326,0,0,0.193,-8.223,81.998,0.0599,4,0.554,,,,,,,,,,,,,,,,,,,,,,,,
La vie qu'on mène,Ninho,71,193444,0.756,2.06E-06,7,0.111,-4.4,113.204,0.0367,3,0.8,,,,,,,,,,,,,,,,,,,,,,,,
Rich Girl,Daryl Hall & John Oates,83,142787,0.683,0,5,0.0935,-6.644,169.519,0.176,4,0.573,,,,,,,,,,,,,,,,,,,,,,,,
Come On Eileen,Dexys Midnight Runners,78,287307,0.656,3.02E-06,2,0.259,-7.049,106.61,0.0472,4,0.45,,,,,,,,,,,,,,,,,,,,,,,,
Quase Algo - Ao Vivo Em Nova Iorque / 2022,Henrique & Juliano,77,178251,0.76,0,10,0.247,-4.632,154.136,0.0513,4,0.359,,,,,,,,,,,,,,,,,,,,,,,,
ME GUSTA,FloyyMenor,69,135353,0.648,0,0,0.138,-6.596,99.987,0.0645,4,0.803,,,,,,,,,,,,,,,,,,,,,,,,
Una Locura,Ozuna,72,230693,0.761,0.00035,5,0.241,-4.596,168.022,0.0427,4,0.714,,,,,,,,,,,,,,,,,,,,,,,,
Es Épico,Canserbero,73,361979,0.816,0,0,0.297,-6.753,93.37,0.266,4,0.665,,,,,,,,,,,,,,,,,,,,,,,,
Toca o Trompete,Felipe Amorim,73,163200,0.75,4.76E-05,6,0.0845,-0.855,124.993,0.0534,4,0.947,,,,,,,,,,,,,,,,,,,,,,,,
Lighter,Galantis,76,172269,0.799,0,6,0.0525,-4.889,124.933,0.0368,4,0.674,,,,,,,,,,,,,,,,,,,,,,,,
Those Eyes - Sped Up,New West,75,167658,0.408,4.99E-05,9,0.313,-6.749,157.842,0.0262,3,0.501,,,,,,,,,,,,,,,,,,,,,,,,
La street,Jul,68,200107,0.919,3.74E-05,4,0.0917,-4.041,134.918,0.112,4,0.763,,,,,,,,,,,,,,,,,,,,,,,,
"Soweto (with Don Toliver, Rema & Tempoe)",Victony,75,219500,0.756,0,5,0.109,-5.392,105.024,0.0761,4,0.719,,,,,,,,,,,,,,,,,,,,,,,,
Get Low,O SIDE MAFIA,78,153887,0.636,0.03,2,0.055,-8.459,95.978,0.124,4,0.882,,,,,,,,,,,,,,,,,,,,,,,,
Dangerous,The xx,49,250000,0.71,0.00227,8,0.21,-6.166,119.978,0.0464,4,0.776,,,,,,,,,,,,,,,,,,,,,,,,
Smack That,Akon,85,212360,0.741,0,5,0.107,-5.171,118.978,0.0471,4,0.939,,,,,,,,,,,,,,,,,,,,,,,,
Zehen X Saajna,Mitraz,57,121263,0.142,0,7,0.0965,-13.21,94.673,0.0306,4,0.671,,,,,,,,,,,,,,,,,,,,,,,,
You’re Gonna Go Far,Noah Kahan,79,286369,0.358,0,7,0.11,-9.761,169.925,0.0308,4,0.586,,,,,,,,,,,,,,,,,,,,,,,,
Ojitos Lindos,Bad Bunny,84,258299,0.686,1.34E-06,3,0.528,-5.745,79.928,0.0413,4,0.647,,,,,,,,,,,,,,,,,,,,,,,,
CUAL ES ESA,Feid,77,172507,0.481,0,6,0.121,-4.483,95.998,0.194,4,0.916,,,,,,,,,,,,,,,,,,,,,,,,
ก้าวก่าย,Billkin,66,212344,0.541,0,10,0.136,-6.013,127.909,0.0323,4,0.676,,,,,,,,,,,,,,,,,,,,,,,,
caída del cielo <3,Rels B,71,133220,0.681,0,0,0.117,-5.443,118.181,0.447,4,0.879,,,,,,,,,,,,,,,,,,,,,,,,
Baby,Justin Bieber,82,214240,0.859,0,5,0.111,-5.237,65.043,0.137,4,0.728,,,,,,,,,,,,,,,,,,,,,,,,
After The Storm,Kali Uchis,0,207455,0.656,0.00107,4,0.263,-6.604,79.395,0.159,4,0.718,,,,,,,,,,,,,,,,,,,,,,,,
Yesterday - Remastered 2009,The Beatles,79,125667,0.179,0,5,0.0886,-11.83,96.524,0.0326,4,0.332,,,,,,,,,,,,,,,,,,,,,,,,
Out Of My Hands,Future,78,243040,0.522,1.10E-06,5,0.123,-6.668,122.067,0.113,4,0.815,,,,,,,,,,,,,,,,,,,,,,,,
Nobody Gets Me,SZA,86,180853,0.284,0,7,0.183,-8.285,99.796,0.0285,3,0.358,,,,,,,,,,,,,,,,,,,,,,,,
Kaise Hua,Vishal Mishra,70,234722,0.467,0,2,0.109,-6.973,137.796,0.0411,4,0.37,,,,,,,,,,,,,,,,,,,,,,,,
WASTE - Sped Up Version,Kxllswxtch,74,100500,0.227,0.00535,2,0.116,-10.329,79.365,0.031,4,0.592,,,,,,,,,,,,,,,,,,,,,,,,
Gol,Sfera Ebbasta,64,217538,0.563,0.0374,10,0.136,-5.164,97.563,0.165,4,0.795,,,,,,,,,,,,,,,,,,,,,,,,
Break Your Heart,Taio Cruz,70,186267,0.899,0,8,0.0678,-4.676,122.049,0.0281,4,0.666,,,,,,,,,,,,,,,,,,,,,,,,
เผื่อวันไหนเธอจะกลับมา,guncharlie,68,239683,0.631,3.19E-06,8,0.294,-8.884,133.773,0.029,4,0.596,,,,,,,,,,,,,,,,,,,,,,,,
Way down We Go,KALEO,85,213707,0.505,0.000333,10,0.104,-8.022,163.255,0.117,4,0.489,,,,,,,,,,,,,,,,,,,,,,,,
Makasarili Malambing (feat. Hev Abi),Kristina Dawn,80,121661,0.406,4.93E-06,8,0.0944,-9.076,126.062,0.0377,4,0.686,,,,,,,,,,,,,,,,,,,,,,,,
Ta marinière,Hoshi,64,222080,0.786,0,10,0.0909,-3.899,122.169,0.0709,4,0.552,,,,,,,,,,,,,,,,,,,,,,,,
Reggaeton Champagne,Bellakath,79,159171,0.614,0.0472,7,0.09,-6.457,101.014,0.0919,4,0.874,,,,,,,,,,,,,,,,,,,,,,,,
a lot,21 Savage,80,288624,0.636,0.00125,1,0.342,-7.643,145.972,0.086,4,0.837,,,,,,,,,,,,,,,,,,,,,,,,
Ça mène à rien,PLK,72,198773,0.558,0,0,0.0784,-9.328,145.889,0.21,4,0.791,,,,,,,,,,,,,,,,,,,,,,,,
Bolide allemand,SDM,75,176747,0.643,0,4,0.113,-7.473,131.825,0.16,4,0.718,,,,,,,,,,,,,,,,,,,,,,,,
Timber,Pitbull,84,204160,0.963,0,11,0.139,-4.087,129.992,0.0981,4,0.581,,,,,,,,,,,,,,,,,,,,,,,,
Say It Ain't So,Weezer,77,258827,0.551,1.82E-05,3,0.07,-7.136,151.779,0.0352,4,0.634,,,,,,,,,,,,,,,,,,,,,,,,
We Still Don't Trust You,Future,86,252920,0.586,0.26,0,0.426,-6.15,109.993,0.0273,4,0.717,,,,,,,,,,,,,,,,,,,,,,,,
Eu Te Avisei,Mc Paiva ZS,63,331685,0.537,0.000491,8,0.108,-4.658,88.854,0.14,4,0.722,,,,,,,,,,,,,,,,,,,,,,,,
Como Una Novela,Los Acosta,70,226280,0.565,0.00128,0,0.243,-9.832,101.944,0.0287,4,0.756,,,,,,,,,,,,,,,,,,,,,,,,
CLASSY 101,Feid,80,195987,0.658,0,11,0.12,-4.79,100.065,0.159,4,0.859,,,,,,,,,,,,,,,,,,,,,,,,
(I Just) Died In Your Arms,Cutting Crew,79,280400,0.726,0.000169,11,0.0625,-11.402,124.945,0.0444,4,0.625,,,,,,,,,,,,,,,,,,,,,,,,
水平線,back number,72,288013,0.761,0,10,0.145,-3.526,145.816,0.0305,4,0.424,,,,,,,,,,,,,,,,,,,,,,,,
SHORTY QUE TE VAYA BN <3,Rels B,70,219681,0.527,0.000402,0,0.115,-6.748,88.958,0.11,4,0.68,,,,,,,,,,,,,,,,,,,,,,,,
Hasta Que Me Olvides,Luis Miguel,78,281000,0.593,0,3,0.169,-7.884,119.828,0.0264,4,0.641,,,,,,,,,,,,,,,,,,,,,,,,
A Bar Song (Tipsy),Shaboozey,89,171292,0.709,0,9,0.0804,-4.95,81.012,0.0273,4,0.722,,,,,,,,,,,,,,,,,,,,,,,,
DRAMARAMA,MONSTA X,52,186296,0.779,0,8,0.202,-2.864,186.154,0.111,4,0.571,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Night,LE SSERAFIM,85,159080,0.82,0,5,0.0631,-4.502,136.054,0.0308,4,0.697,,,,,,,,,,,,,,,,,,,,,,,,
Iris,The Goo Goo Dolls,86,289533,0.715,7.97E-06,11,0.0942,-8.072,155.925,0.0362,3,0.315,,,,,,,,,,,,,,,,,,,,,,,,
Forget About Us,Perrie,75,186233,0.81,0,4,0.303,-2.46,139.961,0.0675,4,0.599,,,,,,,,,,,,,,,,,,,,,,,,
Smart,LE SSERAFIM,85,166384,0.675,0,1,0.0833,-5.474,113.076,0.0465,4,0.799,,,,,,,,,,,,,,,,,,,,,,,,
Tiki Taka,Vacra,65,174830,0.879,0.349,7,0.108,-5.187,112.035,0.0433,4,0.836,,,,,,,,,,,,,,,,,,,,,,,,
Murder on the Dance Floor - triple j Like A Version,Royel Otis,75,180872,0.699,0,4,0.223,-8.501,122.942,0.0327,4,0.56,,,,,,,,,,,,,,,,,,,,,,,,
PLEBADA,El Alfa,72,221739,0.976,0.000801,9,0.349,-2.008,115.072,0.0799,4,0.848,,,,,,,,,,,,,,,,,,,,,,,,
Je la connais,SCH,66,219533,0.683,0.00778,2,0.0851,-6.496,132.018,0.043,4,0.844,,,,,,,,,,,,,,,,,,,,,,,,
Overdue (with Travis Scott),Metro Boomin,81,166093,0.401,0.000132,11,0.334,-11.212,150.174,0.0446,4,0.634,,,,,,,,,,,,,,,,,,,,,,,,
Persona Ideal - Me Tengo Que Ir,Adolescent's Orquesta,75,279850,0.59,0,2,0.223,-8.897,96.687,0.0347,4,0.527,,,,,,,,,,,,,,,,,,,,,,,,
Mon Amour - Remix,zzoilo,78,179940,0.761,6.56E-06,2,0.0984,-6.621,116.041,0.102,4,0.748,,,,,,,,,,,,,,,,,,,,,,,,
En Donde Esta Tu Amor,Virlan Garcia,72,217429,0.401,0,0,0.0692,-4.76,73.054,0.0352,4,0.501,,,,,,,,,,,,,,,,,,,,,,,,
No Surprises,Radiohead,83,229120,0.393,0.00361,5,0.113,-10.654,76.426,0.0278,4,0.255,,,,,,,,,,,,,,,,,,,,,,,,
Amantes da Foda,Mc Rodrigo do CN,69,81293,0.186,0,9,0.146,-4.745,86.58,0.443,5,0.862,,,,,,,,,,,,,,,,,,,,,,,,
"Quizás Si, Quizás No",Grupo Bryndis,70,192427,0.738,1.12E-06,5,0.0935,-7.785,167.718,0.0608,4,0.634,,,,,,,,,,,,,,,,,,,,,,,,
Red Wine Supernova,Chappell Roan,83,192721,0.82,0,9,0.0847,-4.448,124.041,0.0441,4,0.657,,,,,,,,,,,,,,,,,,,,,,,,
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,73,313051,0.418,0,7,0.109,-8.701,112.909,0.0288,4,0.582,,,,,,,,,,,,,,,,,,,,,,,,
Cafuné,Micro TDH,72,262187,0.699,0,10,0.186,-7.759,167.525,0.482,4,0.564,,,,,,,,,,,,,,,,,,,,,,,,
Quién,Los Tigres Del Norte,61,203827,0.442,0.0042,2,0.295,-10.807,109.505,0.0447,4,0.771,,,,,,,,,,,,,,,,,,,,,,,,
Traumatizei - Ao Vivo Em Brasília,Henrique & Juliano,72,172005,0.91,0,11,0.395,-3.474,166.057,0.0845,4,0.483,,,,,,,,,,,,,,,,,,,,,,,,
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,76,252534,0.606,0,8,0.125,-6.646,189.857,0.0484,4,0.262,,,,,,,,,,,,,,,,,,,,,,,,
Vai!,Alfa,69,156923,0.796,0,2,0.132,-5.128,116.977,0.0633,4,0.605,,,,,,,,,,,,,,,,,,,,,,,,
Late Night Talking,Harry Styles,83,177955,0.728,0,10,0.106,-4.595,114.996,0.0468,4,0.714,,,,,,,,,,,,,,,,,,,,,,,,
Ahora Que Te Vas,Christian Daniel,65,228560,0.633,0,2,0.153,-4.796,139.979,0.0358,4,0.65,,,,,,,,,,,,,,,,,,,,,,,,
Crazy Rap (Colt 45 & 2 Zig Zags),Afroman,71,328667,0.367,0,9,0.132,-7.797,99.053,0.382,4,0.927,,,,,,,,,,,,,,,,,,,,,,,,
Move Your Body,Öwnboss,79,157445,0.821,0.000403,2,0.0962,-5.408,125.051,0.0527,4,0.848,,,,,,,,,,,,,,,,,,,,,,,,
El Circo,El Fantasma,74,137324,0.533,0,2,0.124,-3.113,120.962,0.163,3,0.834,,,,,,,,,,,,,,,,,,,,,,,,
ten,Fred again..,77,181545,0.594,0.00213,11,0.112,-8.804,128.004,0.296,4,0.729,,,,,,,,,,,,,,,,,,,,,,,,
i was only temporary,my head is empty,79,98622,0.222,0.76,7,0.109,-30.108,107.067,0.0394,4,0.332,,,,,,,,,,,,,,,,,,,,,,,,
SI SABE FERXXO,Blessd,84,152500,0.831,3.71E-06,8,0.0891,-2.035,95.997,0.12,4,0.726,,,,,,,,,,,,,,,,,,,,,,,,
Oben ohne,Julian Sommer,67,179565,0.953,0,1,0.377,-1.932,137.816,0.124,4,0.57,,,,,,,,,,,,,,,,,,,,,,,,
Kata Mereka Ini Berlebihan,Bernadya,73,191141,0.444,0.0263,9,0.115,-9.794,78.335,0.0371,4,0.397,,,,,,,,,,,,,,,,,,,,,,,,
On My Mama,Victoria Monét,74,184258,0.546,0.00441,4,0.167,-7.716,77.415,0.0511,4,0.675,,,,,,,,,,,,,,,,,,,,,,,,
Needed Me,Rihanna,83,191600,0.315,0,5,0.0825,-8.091,110.872,0.234,4,0.697,,,,,,,,,,,,,,,,,,,,,,,,
La Noche Está,Cris Mj,69,226842,0.645,0.217,9,0.104,-7.522,110.095,0.0682,4,0.826,,,,,,,,,,,,,,,,,,,,,,,,
rookie of the year,Young Miko,69,169412,0.556,0,1,0.645,-7.174,170.008,0.423,4,0.576,,,,,,,,,,,,,,,,,,,,,,,,
Girls Just Want to Have Fun,Cyndi Lauper,84,238267,0.799,0.000602,6,0.349,-4.897,120.372,0.0328,4,0.71,,,,,,,,,,,,,,,,,,,,,,,,
Thunderstruck,AC/DC,86,292880,0.89,0.0117,4,0.217,-5.175,133.52,0.0364,4,0.502,,,,,,,,,,,,,,,,,,,,,,,,
Gimme More,Britney Spears,82,251240,0.844,0.000678,2,0.0723,-3.131,113.324,0.0334,4,0.788,,,,,,,,,,,,,,,,,,,,,,,,
The Black Dog,Taylor Swift,69,238857,0.276,0,0,0.103,-10.706,77.241,0.0341,4,0.557,,,,,,,,,,,,,,,,,,,,,,,,
LA SEVILLANA,Omar Montes,76,220347,0.769,0,10,0.336,-3.478,126.583,0.0476,4,0.445,,,,,,,,,,,,,,,,,,,,,,,,
Moonlight,Kali Uchis,82,187723,0.706,0,7,0.243,-6.832,136.854,0.0507,4,0.642,,,,,,,,,,,,,,,,,,,,,,,,
Impossible,James Arthur,80,209440,0.695,0,0,0.11,-4.782,169.533,0.0933,4,0.376,,,,,,,,,,,,,,,,,,,,,,,,
Que Se Mueran,Romeo Santos,66,250560,0.691,0,11,0.3,-4.828,120.11,0.038,4,0.775,,,,,,,,,,,,,,,,,,,,,,,,
Somebody Told Me,The Killers,81,197200,0.97,0.000674,10,0.101,-4.851,138.081,0.0836,4,0.497,,,,,,,,,,,,,,,,,,,,,,,,
Los Lugares Donde Irás,Hey Kid,68,176000,0.567,0,6,0.0403,-6.104,130.212,0.0372,4,0.508,,,,,,,,,,,,,,,,,,,,,,,,
Umbrella,Rihanna,83,275987,0.828,0,1,0.0426,-4.603,174.034,0.124,4,0.585,,,,,,,,,,,,,,,,,,,,,,,,
Trae The Truth in Ibiza,J. Cole,75,255440,0.586,0,7,0.354,-7.868,158.405,0.0987,3,0.488,,,,,,,,,,,,,,,,,,,,,,,,
Deep Down (feat. Never Dull),Alok,81,165753,0.818,0,0,0.248,-4.221,125.952,0.0778,4,0.687,,,,,,,,,,,,,,,,,,,,,,,,
Ni**as In Paris,JAY-Z,83,219333,0.858,0,1,0.349,-5.542,140.022,0.311,4,0.789,,,,,,,,,,,,,,,,,,,,,,,,
Mandame Tu Ubi,Jere Klein,66,119835,0.644,0.000142,10,0.109,-6.603,100.935,0.0651,4,0.791,,,,,,,,,,,,,,,,,,,,,,,,
Hey Lil Mama,Eladio Carrion,80,216338,0.481,3.82E-06,1,0.263,-6.837,86.151,0.255,4,0.416,,,,,,,,,,,,,,,,,,,,,,,,
Riptide,Vance Joy,82,204280,0.731,0,1,0.151,-6.694,101.654,0.0379,4,0.484,,,,,,,,,,,,,,,,,,,,,,,,
Highway to Hell,AC/DC,87,208400,0.913,0.00158,6,0.156,-4.793,115.728,0.133,4,0.574,,,,,,,,,,,,,,,,,,,,,,,,
"Katchi Sera - From ""Think Indie""",Sai Abhyankkar,78,181818,0.642,0.00104,7,0.339,-8.48,148.465,0.115,3,0.765,,,,,,,,,,,,,,,,,,,,,,,,
4MOTION,Maes,71,199528,0.678,0,1,0.0924,-7.717,125.898,0.277,4,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Dil Ibaadat,Pritam,70,329387,0.859,0,2,0.286,-5.005,149.966,0.0416,4,0.59,,,,,,,,,,,,,,,,,,,,,,,,
That's What I Like,Bruno Mars,87,206693,0.56,0,1,0.0944,-4.961,134.066,0.0406,4,0.853,,,,,,,,,,,,,,,,,,,,,,,,
Tá OK (Remix),DENNIS,76,171761,0.934,0.0024,8,0.0549,-1.479,130.032,0.0501,4,0.882,,,,,,,,,,,,,,,,,,,,,,,,
Love Yourz,J. Cole,77,211497,0.638,0,8,0.193,-8.631,82.81,0.333,4,0.677,,,,,,,,,,,,,,,,,,,,,,,,
Shree Hanuman Chalisa,Hariharan,72,586076,0.885,0,4,0.132,-3.4,91.01,0.035,4,0.589,,,,,,,,,,,,,,,,,,,,,,,,
Godzilla (feat. Juice WRLD),Eminem,84,210800,0.745,0,10,0.292,-5.26,165.995,0.342,4,0.808,,,,,,,,,,,,,,,,,,,,,,,,
Grandes Coisas - Ao Vivo,Fernandinho,68,297680,0.494,0,1,0.666,-6.311,146.947,0.0287,4,0.45,,,,,,,,,,,,,,,,,,,,,,,,
POR EL CONTRARIO (with Angela Aguilar & Leonardo Aguilar),Becky G,81,185208,0.666,1.20E-05,11,0.0988,-4.962,159.744,0.0312,4,0.475,,,,,,,,,,,,,,,,,,,,,,,,
Do I Wanna Know?,Arctic Monkeys,87,272394,0.532,0.000263,5,0.217,-7.596,85.03,0.0323,4,0.548,,,,,,,,,,,,,,,,,,,,,,,,
Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,75,148629,0.767,0,5,0.122,-6.069,123.998,0.0474,3,0.607,,,,,,,,,,,,,,,,,,,,,,,,
Não Deixou De Ser Esquema - Ao Vivo,Israel & Rodolffo,73,151228,0.932,3.79E-06,0,0.301,-5.085,159.936,0.0388,4,0.653,,,,,,,,,,,,,,,,,,,,,,,,
Lady Killers II,G-Eazy,84,297794,0.567,0.00506,7,0.151,-10.334,136.005,0.0322,4,0.673,,,,,,,,,,,,,,,,,,,,,,,,
nhắn nhủ,Ronboogz,64,241190,0.295,0.00157,7,0.164,-9.745,129.962,0.035,4,0.762,,,,,,,,,,,,,,,,,,,,,,,,
"Dia Masa Lalumu, Aku Masa Depanmu",Vionita,80,242000,0.418,1.60E-05,7,0.148,-6.168,125.513,0.0313,4,0.48,,,,,,,,,,,,,,,,,,,,,,,,
Just the Way You Are,Bruno Mars,85,220734,0.841,0,5,0.0622,-5.379,109.021,0.0422,4,0.635,,,,,,,,,,,,,,,,,,,,,,,,
Tek It,Cafuné,80,191823,0.913,0,8,0.269,-5.354,146.995,0.0655,4,0.423,,,,,,,,,,,,,,,,,,,,,,,,
Every Teardrop Is a Waterfall,Coldplay,70,240796,0.732,0.0103,9,0.171,-6.883,117.98,0.0396,4,0.425,,,,,,,,,,,,,,,,,,,,,,,,
Mirrors,Justin Timberlake,81,484147,0.512,0,5,0.0946,-6.664,76.899,0.0503,4,0.574,,,,,,,,,,,,,,,,,,,,,,,,
The Lady In Red,Chris de Burgh,76,256173,0.294,3.34E-06,10,0.0392,-17.112,76.698,0.0333,4,0.548,,,,,,,,,,,,,,,,,,,,,,,,
En détente,Naps,66,154960,0.662,3.06E-06,9,0.0754,-4.711,140.021,0.11,4,0.926,,,,,,,,,,,,,,,,,,,,,,,,
Tunjukkan Cintamu,Nosstress,73,139208,0.142,0.000129,7,0.166,-10.871,86.563,0.0505,4,0.618,,,,,,,,,,,,,,,,,,,,,,,,
DENTRO DA HILUX,Luan Pereira,76,163014,0.527,0,6,0.0861,-6.347,129.978,0.091,4,0.728,,,,,,,,,,,,,,,,,,,,,,,,
VUELVE CANDY B,Bad Bunny,70,266171,0.691,1.74E-06,4,0.154,-3.119,122.92,0.0904,4,0.785,,,,,,,,,,,,,,,,,,,,,,,,
Dois Tristes - Ao Vivo,Simone Mendes,71,189441,0.813,0,3,0.371,-2.927,180.22,0.0574,4,0.421,,,,,,,,,,,,,,,,,,,,,,,,
"TUTTO FUORI CONTROLLO ൵ (con Franco 126, Kid Yugi, Izi)",MACE,72,200729,0.653,9.04E-05,0,0.167,-7.23,78.973,0.0462,4,0.638,,,,,,,,,,,,,,,,,,,,,,,,
Nơi Tình Yêu Bắt Đầu,Bùi Anh Tuấn,51,276160,0.405,0,9,0.232,-6.005,123.848,0.0297,4,0.608,,,,,,,,,,,,,,,,,,,,,,,,
Chale Jaana Phir (Humko Tere Bina),Denny,74,208933,0.458,1.82E-05,5,0.3,-7.844,93.996,0.0266,4,0.59,,,,,,,,,,,,,,,,,,,,,,,,
Nemen,Guyon Waton,69,288523,0.619,5.18E-06,4,0.139,-8.794,132.013,0.027,4,0.716,,,,,,,,,,,,,,,,,,,,,,,,
Illusion,Dua Lipa,88,188143,0.763,2.04E-06,8,0.0894,-4.701,126.962,0.0471,4,0.677,,,,,,,,,,,,,,,,,,,,,,,,
HOTEL LOBBY (Unc & Phew),Quavo,77,142657,0.638,0,11,0.228,-4.377,127.984,0.156,4,0.823,,,,,,,,,,,,,,,,,,,,,,,,
Um Mês E Pouco - Ao Vivo,Zé Neto & Cristiano,77,171712,0.825,0,8,0.689,-6.025,144.667,0.126,4,0.521,,,,,,,,,,,,,,,,,,,,,,,,
